name,bg_img_link,mark,category,rating,price,address,role,city,int_price
Hotel Mukund Palace,https://cdn.venuelook.com/uploads/space_31766/1654325412_204x158.png,"Dampier Nagar, Mathura",banquet-halls,2.0,Rs. 750 price per plat,"Hotel Mukund Palace, Mathura is ideal for small as well as large functions like birthdays, anniversaries and family get-togethers. The venue is also great for pre-wedding functions like haldi, mehendi, sangeet and engagement, wedding and wedding receptions.",Hall,mathura,750
Heera Invitation,https://cdn.venuelook.com/uploads/space_31800/1654498363_204x158.png,"Dampier Nagar, Mathura",banquet-halls,2.0,Rs. 650 price per plat,"Heera Invitation, Dampier Nagar, Mathura, has multiple party areas to ensure that your functions are celebrated without any glitches. One can choose from these depending on the type of occasion and the number of guests attending the event. It has chic interiors, unmatched facilities and impressive lighting.",Hall 1,mathura,650
Vinayak Palace,https://cdn.venuelook.com/uploads/space_31827/1654514912_204x158.png,"National Highway 2, Mathura",banquet-halls,2.0,Rs. 950 price per plat,"Incredible celebrations call for incredible venues and Vinayak Palace, Mathura, is nothing short of that. Placed off Chennai-Delhi Highway, it is about 40 minutes away from Mathura Cantt Railway Station, making it easily accessible for all. Additionally, it offers parking space for those driving down here.",Hall,mathura,950
Hotel Harikripa Dham,https://cdn.venuelook.com/uploads/space_39085/1716460289_204x158.png,"Vrindavan, Mathura",banquet-halls,4.0,Rs. 700 price per plat,"Near Agra Airport Airport,
Hotel Harikripa Dham, located in Vrindavan, offers an exquisite venue for celebrating your wedding ceremonies with splendor. This venue holds the promise of creating unforgettable memories on one of the most significant days of your life. It provides a stunning backdrop for hosting a beautiful ceremony, ensuring perfection as your loved ones gather to witness and bless your new journey together. Hotel Harikripa Dham is the perfect destination for all your wedding festivities. The hotel provide event spaces or facilities for religious gatherings, satsangs, and other spiritual activities. These spaces are designed to accommodate group events and provide a conducive environment for spiritual practices.",Madhav Hall,mathura,700
Hotel The Royal Bharti,https://cdn.venuelook.com/uploads/space_17414/1550832131_204x158.png,"Vrindavan, Mathura",banquet-halls,4.0,Rs. 1000 price per plat,"Hotel The Royal Bharti situated in Vrindavan, Mathura District (the Nijdham of âSri Radha Krishnaâ ) is dedicated for its best services. We are one and only hotel in Mathura-Vrindavan area having vast range of luxurious suites including Super Deluxe Rooms, Rani Suite, Maharani Suite, Maharaja Suite & Kohinoor Suite (Luxurious Dormitory) . We have Authentic Multi Cuisine Restaurant named âBHARTI VYANJANâ. It is a Pure Veg ( NO ONION , NO GARLIC) Restaurant, where we serve dishes with Bhartiâs traditional flavour having mouthwatering taste.Â We have two big banquet halls, one Khushi banquet on ground floor with 250 gathering capacity connected with open large lush green & square party lawn having upto 300 gathering capacity . It is made to cater the bigger Wedding parties upto 800* pax, Birthday parties, Anniversary party, Ring ceremony, Bhagwat Katha, Big Conferences etc. Second one is Aastha Banquet on first floor having 250 sitting capacity. Both are fully centralized Air Conditioned halls.Â We have Luxurious rooms with garden view. All rooms are fully AC with attached Bathroom, Study Table, modern amenities, Elmira, Electric Tea Maker, LED TV, Dish TV Channels, Digital safe locker, Room Service, Laundry, 24hrs Housekeeping service. Bathroom amenities including dental kit, shaving kit, comb, hair oil, moisturizer, bathroom sleepers are available in the room. We have 24hrs power backup, Free Wi-Fi within entire premises, free parking, 24hrs security and even cars on rent.",Khushi Banquets,mathura,1000
Hotel The Royal Bharti,https://cdn.venuelook.com/uploads/space_17418/1550833838_204x158.png,"Vrindavan, Mathura",banquet-halls,4.0,Rs. 1000 price per plat,"Hotel The Royal Bharti situated in Vrindavan, Mathura District (the Nijdham of âSri Radha Krishnaâ ) is dedicated for its best services. We are one and only hotel in Mathura-Vrindavan area having vast range of luxurious suites including Super Deluxe Rooms, Rani Suite, Maharani Suite, Maharaja Suite & Kohinoor Suite (Luxurious Dormitory) . We have Authentic Multi Cuisine Restaurant named âBHARTI VYANJANâ. It is a Pure Veg ( NO ONION , NO GARLIC) Restaurant, where we serve dishes with Bhartiâs traditional flavour having mouthwatering taste.Â We have two big banquet halls, one Khushi banquet on ground floor with 250 gathering capacity connected with open large lush green & square party lawn having upto 300 gathering capacity . It is made to cater the bigger Wedding parties upto 800* pax, Birthday parties, Anniversary party, Ring ceremony, Bhagwat Katha, Big Conferences etc. Second one is Aastha Banquet on first floor having 250 sitting capacity. Both are fully centralized Air Conditioned halls.Â We have Luxurious rooms with garden view. All rooms are fully AC with attached Bathroom, Study Table, modern amenities, Elmira, Electric Tea Maker, LED TV, Dish TV Channels, Digital safe locker, Room Service, Laundry, 24hrs Housekeeping service. Bathroom amenities including dental kit, shaving kit, comb, hair oil, moisturizer, bathroom sleepers are available in the room. We have 24hrs power backup, Free Wi-Fi within entire premises, free parking, 24hrs security and even cars on rent.",Aastha Banquet,mathura,1000
Om Paradise,https://cdn.venuelook.com/uploads/space_31829/1654517662_204x158.png,"Masani Road, Mathura",banquet-halls,2.0,Rs. 850 price per plat,"Om Paradise is a wedding venue available for you to host your wedding ceremonies in Saraswati Kund Masani Link Road Mathura, India. The ideal venue is not merely a picturesque venue space that makes a good photograph for the wedding albums, but it is also the place where you host. Om Paradise leading social wedding place for the modern bride and groom. Not only we offer the wedding venue but also we provide inhouse catering service, Dj & Decoration and all the wedding requirements.",Hall,mathura,850
Heera Crystal Inn,https://cdn.venuelook.com/uploads/space_31792/1654348388_204x158.png,"Dampier Nagar, Mathura",banquet-halls,2.0,Rs. 1050 price per plat,"Heera Crystal Inn, Mathura, is one of the good-looking venues in Dampier Nagar offering a couple of banquet halls and lush lawn apt for small to medium-sized social events such as birthdays, anniversaries, pre-wedding rituals as well as corporate events.",Hall 1,mathura,1050
Heera Crystal Inn,https://cdn.venuelook.com/uploads/space_31794/1654348803_204x158.png,"Dampier Nagar, Mathura",banquet-halls,2.0,Rs. 1050 price per plat,"Heera Crystal Inn, Mathura, is one of the good-looking venues in Dampier Nagar offering a couple of banquet halls and lush lawn apt for small to medium-sized social events such as birthdays, anniversaries, pre-wedding rituals as well as corporate events.",Lawn,mathura,1050
The Mystic Palms,https://cdn.venuelook.com/uploads/space_31832/1654667722_204x158.png,"National Highway 2, Mathura",banquet-halls,2.0,Rs. 750 price per plat,"Our hotel is an establishment that provides paid lodging on a short-term basis. Facilities provided may range from a modest-quality mattress in a small room to large suites with bigger, higher-quality.",Banquet Hall,mathura,750
Agrawal Restaurant,https://cdn.venuelook.com/uploads/space_31859/1654694791_204x158.png,"National Highway 2, Mathura",banquet-halls,2.0,Rs. 650 price per plat,"Agrawal Restaurant, Mathura has all the things you need to plan and execute a successful party and impress all your attendees. Perfect for events like a birthday party, anniversary party, social gathering, formal gathering, or a pre-wedding ceremony, the venue becomes the first preference once given a chance.",Restaurant,mathura,650
Madhav Muskan Residency,https://cdn.venuelook.com/uploads/space_31888/1654940980_204x158.png,"Hathras Mathura Road, Mathura",banquet-halls,2.0,Rs. 650 price per plat,"Madhav Muskan Residency, Mathura, is a decent venue located in the Janam Bhumi area of the town. The landmark to reach the venue is Sadar Bazar. The venue is easily accessible from the surrounding areas of the place. The venue offers its lawn and hall for parties and events which together can accommodate a good number of guests.",Hall,mathura,650
Lee Inn Resort,https://cdn.venuelook.com/uploads/space_31756/1654260199_204x158.png,"Bharatpur Mathura Road, Mathura",banquet-halls,2.0,Rs. 850 price per plat,"Lee Inn Resort, Mathura, is a great location to celebrate any occasion with your loved ones. Its multiple parts areas make celebrating multiple occasions like birthday parties, cocktail parties, corporate events, small weddings and pre-wedding ceremonies a cinch!",Hall,mathura,850
Hotel Duke Palace,https://cdn.venuelook.com/uploads/space_31769/1654328078_204x158.png,"Masani Road, Mathura",banquet-halls,2.0,Rs. 800 price per plat,"Hotel Duke Palace, Mathura, is a wonderful 3-star hotel perfect for organizing varied events as it offers a lush lawn and a duo of banquet halls. Birthdays, anniversaries, get-togethers, pre-wedding festivities, wedding as well as reception all can be sorted here. The incredible ambiance and the stylish decor of this place are likely to add a unique touch to any occasion held.",Hall 1,mathura,800
Clarks Inn Krishna Valley Resort,https://cdn.venuelook.com/uploads/space_31782/1654342117_204x158.png,"Vrindavan, Mathura",banquet-halls,3.0,Rs. 1800 price per plat,"Nestled in the heart of the sacred city, Vrindavan in Uttar Pradesh, Krishna Valley is a experiential holistic destination wellness resort and a great urban escape. Located right on the highway, it exhibits a serene property, surrounded by 9 acres of bountiful greenery and amenities, overlooking the spiritual town, that glorifies the birth place of Lord Sri Krishna and is dotted with various temples, with the belief, spending time in these sacred shrines may offer a solace to your soul and an opportunity of seeking blessings.",Hall,mathura,1800
Brijwasi Lands Inn,https://cdn.venuelook.com/uploads/space_31812/1654505728_204x158.png,"Masani Road, Mathura",banquet-halls,2.0,Rs. 750 price per plat,"Pavilion is a suitable place for various corporate get-togethers, engagement ceremonies, wedding parties, product launches, birthday parties and other special events.",Pavilion,mathura,750
Nandan Farm,https://cdn.venuelook.com/uploads/space_31815/1654509602_204x158.png,"Bharatpur Mathura Road, Mathura",banquet-halls,2.0,Rs. 650 price per plat,"Nandan Farm, Mathura is a beautiful venue offering a couple of banquet halls and a lush lawn that is perfect for hosting a wide range of social events like birthdays, anniversaries, pre-wedding ceremonies, and family get-togethers.",Hall 1,mathura,650
